iter	Logloss
247	0.0002227687819
248	0.0002227611627
249	0.0002227625823
250	0.000222758349
251	0.000222758349
252	0.000222758349
253	0.000222758349
254	0.0002227557968
255	0.0002227557968
256	0.0002227452958
257	0.0002227403593
258	0.0002227403593
259	0.0002227400446
260	0.0002227400446
261	0.0002227355337
262	0.0002227374708
263	0.0002227374708
264	0.0002227374708
265	0.0002227300439
266	0.0002227271753
267	0.0002227271753
268	0.000222726746
269	0.000222726746
270	0.000222726746
271	0.000222726746
272	0.0002227175338
273	0.0002227175338
274	0.0002227175338
275	0.0002227175338
276	0.0002227111503
277	0.0002227111503
278	0.0002227111503
279	0.0002227111503
280	0.0002227111503
281	0.0002227111503
282	0.0002227111503
283	0.0002227111503
284	0.0002227111503
285	0.0002227111503
286	0.0002227111503
287	0.0002227111503
288	0.0002227111503
289	0.0002227111503
290	0.0002227111503
291	0.0002227111503
292	0.0002227111503
293	0.0002227111503
294	0.0002227111503
295	0.0002227111503
296	0.0002227111503
297	0.0002227111503
298	0.0002227111503
299	0.0002227111503
300	0.0002227111503
301	0.0002227111503
302	0.0002227111503
303	0.0002227111503
304	0.0002227111503
305	0.0002227111503
306	0.0002227111503
307	0.0002227111503
308	0.0002227111503
309	0.0002227111503
310	0.0002227111503
311	0.0002227111503
312	0.0002227111503
313	0.0002227111503
314	0.0002227111503
315	0.0002227111503
316	0.0002227111503
317	0.0002227111503
318	0.0002227111503
319	0.0002227111503
320	0.0002227111503
321	0.0002227111503
322	0.0002227111503
323	0.0002227111503
324	0.0002227111503
325	0.0002227111503
326	0.0002227111503
327	0.0002227111503
328	0.0002227111503
329	0.0002227111503
330	0.0002227111503
331	0.0002227111503
332	0.0002227111503
333	0.0002227111503
334	0.0002227111503
335	0.0002227111503
336	0.0002227111503
337	0.0002227111503
338	0.0002227111503
339	0.0002227111503
340	0.0002227111503
341	0.0002227111503
342	0.0002227111503
343	0.0002227111503
344	0.0002227111503
345	0.0002227111503
346	0.0002227111503
347	0.0002227111503
348	0.0002227111503
349	0.0002227111503
350	0.0002227111503
351	0.0002227111503
352	0.0002227111503
353	0.0002227111503
354	0.0002227111503
355	0.0002227111503
356	0.0002227111503
357	0.0002227111503
358	0.0002227111503
359	0.0002227111503
360	0.0002227111503
361	0.0002227111503
362	0.0002227111503
363	0.0002227111503
364	0.0002227111503
365	0.0002227111503
366	0.0002227111503
367	0.0002227111503
368	0.0002227111503
369	0.0002227111503
370	0.0002227111503
371	0.0002227111503
372	0.0002227111503
373	0.0002227111503
374	0.0002227111503
375	0.0002227111503
376	0.0002227111503
377	0.0002227111503
378	0.0002227111503
379	0.0002227111503
380	0.0002227111503
381	0.0002227111503
382	0.0002227111503
383	0.0002227111503
384	0.0002227111503
385	0.0002227111503
386	0.0002227111503
387	0.0002227111503
388	0.0002227111503
389	0.0002227111503
390	0.0002227111503
391	0.0002227111503
392	0.0002227111503
393	0.0002227111503
394	0.0002227111503
395	0.0002227111503
396	0.0002227111503
397	0.0002227111503
398	0.0002227111503
399	0.0002227111503
